DHSID,DHSYEAR,DHSCLUST,LATNUM,LONGNUM,URBAN_RURA
TD201400000084,2014,84,17.954332,19.130173,U
TD201400000086,2014,86,11.356574,18.123455,R
TD201400000089,2014,89,12.865243,14.579795,R
TD201400000097,2014,97,19.060678,20.452187,R
TD201400000098,2014,98,13.737125,21.680096,R
TD201400000101,2014,101,9.65839,14.208524,U
TD201400000103,2014,103,11.150967,20.14755,R
TD201400000110,2014,110,13.692344,19.76062,R
TD201400000112,2014,112,11.201042,22.798172,R
TD201400000113,2014,113,14.148902,15.368783,R
TD201400000114,2014,114,8.886231,16.774956,R
TD201400000115,2014,115,10.599044,15.381122,R
TD201400000116,2014,116,9.18163,16.792667,R
TD201400000134,2014,134,14.652162,22.226316,R
TD201400000135,2014,135,9.297492,15.587699,R
TD201400000137,2014,137,14.568353,14.797847,R
TD201400000148,2014,148,13.350574,15.137015,R
TD201400000150,2014,150,11.526871,17.407412,R
TD201400000154,2014,154,13.088502,18.971876,R
TD201400000160,2014,160,13.861758,15.070838,R
TD201400000165,2014,165,9.107647,16.274044,R
TD201400000166,2014,166,12.881647,17.681484,R
TD201400000169,2014,169,12.677468,19.635435,R
TD201400000170,2014,170,11.005644,19.893484,R
TD201400000173,2014,173,9.683842,14.129464,R
TD201400000174,2014,174,18.546047,18.992792,R
TD201400000175,2014,175,9.387198,14.85325,U
TD201400000178,2014,178,9.415334,14.959239,R
TD201400000181,2014,181,9.321613,15.506755,R
TD201400000184,2014,184,17.921444,19.107935,U
TD201400000186,2014,186,12.963077,15.562399,R
TD201400000189,2014,189,12.211788,21.411865,U
TD201400000190,2014,190,8.582394,17.31888,R
TD201400000195,2014,195,8.280367,16.172556,R
TD201400000196,2014,196,9.651634,15.643891,R
TD201400000197,2014,197,19.540918,19.608625,R
TD201400000200,2014,200,8.247116,15.665725,R
TD201400000201,2014,201,9.382622,14.439668,R
TD201400000205,2014,205,14.072464,16.006355,R
TD201400000209,2014,209,13.313141,14.492087,R
TD201400000210,2014,210,12.863953,14.717579,R
TD201400000214,2014,214,13.354262,20.969368,R
TD201400000215,2014,215,12.11912,15.058971,U
TD201400000216,2014,216,13.987415,20.85793,R
TD201400000218,2014,218,8.15984,16.912848,R
TD201400000224,2014,224,11.420017,15.386206,R
TD201400000229,2014,229,14.853782,22.507784,R
TD201400000230,2014,230,13.363794,16.798138,R
TD201400000237,2014,237,12.122746,14.988675,U
TD201400000240,2014,240,13.078439,15.767637,R
TD201400000241,2014,241,14.861602,17.203962,U
TD201400000243,2014,243,14.749799,20.784935,R
TD201400000250,2014,250,14.460155,15.425734,R
TD201400000251,2014,251,10.769776,15.852205,R
TD201400000252,2014,252,12.100498,15.081304,U
TD201400000255,2014,255,8.472875,18.0925,R
TD201400000256,2014,256,11.893077,15.283411,R
TD201400000260,2014,260,14.660388,21.53131,R
TD201400000277,2014,277,12.130373,15.004641,U
TD201400000278,2014,278,15.948297,21.781576,R
TD201400000288,2014,288,12.182896,18.69365,U
TD201400000289,2014,289,9.37276,14.861995,R
TD201400000294,2014,294,13.583316,15.539159,R
TD201400000296,2014,296,19.538761,19.573198,R
TD201400000300,2014,300,11.514298,17.574738,R
TD201400000304,2014,304,13.551424,20.785122,R
TD201400000306,2014,306,9.348088,14.90499,U
TD201400000310,2014,310,9.868646,14.184116,R
TD201400000315,2014,315,13.298717,16.59016,R
TD201400000323,2014,323,8.179048,16.277695,R
TD201400000326,2014,326,10.502272,15.335916,R
TD201400000327,2014,327,8.996175,17.058317,R
TD201400000328,2014,328,12.726969,21.78845,R
TD201400000333,2014,333,12.281236,18.620922,R
TD201400000334,2014,334,9.304606,15.810897,U
TD201400000335,2014,335,8.983375,15.87838,R
TD201400000336,2014,336,10.48789,16.466,R
TD201400000339,2014,339,14.508628,20.929993,U
TD201400000344,2014,344,9.331465,16.144268,R
TD201400000345,2014,345,10.280603,15.366452,U
TD201400000346,2014,346,8.494782,16.78513,R
TD201400000349,2014,349,17.88909,18.980104,R
TD201400000352,2014,352,9.70354,18.79167,R
TD201400000357,2014,357,11.59148,19.165813,R
TD201400000358,2014,358,7.92159,16.629553,R
TD201400000362,2014,362,8.589335,16.076063,U
TD201400000380,2014,380,7.999589,17.888985,R
TD201400000382,2014,382,9.788435,16.70455,R
TD201400000386,2014,386,9.142283,18.377914,U
TD201400000388,2014,388,10.373268,15.358423,R
TD201400000389,2014,389,12.328855,16.96408,R
TD201400000397,2014,397,9.720837,16.263353,R
TD201400000403,2014,403,9.272335,16.670776,R
TD201400000404,2014,404,12.126961,14.984733,U
TD201400000405,2014,405,13.51047,14.994161,R
TD201400000409,2014,409,8.97074,16.075504,R
TD201400000425,2014,425,11.341163,19.498968,R
TD201400000429,2014,429,11.048477,20.277758,U
TD201400000434,2014,434,14.676819,21.076118,R
TD201400000435,2014,435,13.898331,14.964821,R
TD201400000441,2014,441,13.465201,14.710749,U
TD201400000442,2014,442,9.146345,18.383938,U
TD201400000443,2014,443,13.877827,15.850323,R
TD201400000444,2014,444,11.646128,19.834461,R
TD201400000451,2014,451,9.855453,15.202194,R
TD201400000464,2014,464,12.525579,19.468609,R
TD201400000465,2014,465,11.353554,20.50711,R
TD201400000471,2014,471,13.254138,14.579111,R
TD201400000473,2014,473,9.497777,15.143965,R
TD201400000487,2014,487,13.335779,14.192923,R
TD201400000490,2014,490,14.635446,14.623315,R
TD201400000491,2014,491,12.116421,15.056795,U
TD201400000494,2014,494,10.554178,16.503443,R
TD201400000495,2014,495,13.1478,19.2204,R
TD201400000496,2014,496,8.87449,16.374243,R
TD201400000497,2014,497,14.51956,21.584856,R
TD201400000500,2014,500,8.6629,16.237303,R
TD201400000502,2014,502,14.226811,15.770671,R
TD201400000505,2014,505,9.59527,15.392886,R
TD201400000512,2014,512,14.166562,21.170755,R
TD201400000514,2014,514,12.079703,15.065441,U
TD201400000517,2014,517,9.708621,18.838041,R
TD201400000518,2014,518,9.153749,15.517252,R
TD201400000519,2014,519,9.278417,18.3002,R
TD201400000520,2014,520,14.53717,22.180382,R
TD201400000523,2014,523,13.945598,15.805689,R
TD201400000525,2014,525,9.766602,14.293393,R
TD201400000529,2014,529,9.536597,15.703255,R
TD201400000531,2014,531,9.010888,16.274498,R
TD201400000532,2014,532,21.207148,17.46731,R
TD201400000546,2014,546,12.124142,15.118831,U
TD201400000547,2014,547,15.701754,23.019691,R
TD201400000548,2014,548,11.759447,17.154428,R
TD201400000550,2014,550,9.44629,14.574833,R
TD201400000551,2014,551,12.146947,15.074179,U
TD201400000553,2014,553,9.005632,16.085258,R
TD201400000558,2014,558,9.08486,15.79918,R
TD201400000559,2014,559,13.923502,21.674395,R
TD201400000563,2014,563,9.122804,19.498756,R
TD201400000565,2014,565,8.89702,17.470957,R
TD201400000570,2014,570,11.524991,20.169737,R
TD201400000573,2014,573,13.459983,14.72073,U
TD201400000575,2014,575,12.130695,15.090078,U
TD201400000580,2014,580,12.729863,22.225039,R
TD201400000588,2014,588,9.630536,15.610817,R
TD201400000589,2014,589,11.96639,19.4852,R
TD201400000593,2014,593,14.277298,21.129385,R
TD201400000594,2014,594,11.402796,16.181833,R
TD201400000595,2014,595,8.752962,18.500294,R
TD201400000597,2014,597,13.342933,15.995173,R
TD201400000603,2014,603,13.853357,21.083801,R
TD201400000613,2014,613,12.163219,15.075118,U
TD201400000619,2014,619,10.138999,19.385317,R
TD201400000620,2014,620,10.35829,19.652475,R
TD201400000621,2014,621,9.129417,18.385017,U
TD201400000622,2014,622,17.939056,19.01339,U
TD201400000623,2014,623,12.457152,21.067211,R
TG201300000004,2013,4,10.018775,0.990037,R
TG201300000006,2013,6,7.425703,0.861564,R
TG201300000008,2013,8,10.652328,0.254152,R
TG201300000016,2013,16,6.890304,0.850476,R
TG201300000018,2013,18,7.204395,1.415632,R
TG201300000022,2013,22,8.18396,1.117103,R
TG201300000023,2013,23,6.83535,1.241812,R
TG201300000026,2013,26,6.226995,1.178773,U
TG201300000031,2013,31,6.15061,1.262807,U
TG201300000033,2013,33,6.173442,1.239022,U
TG201300000035,2013,35,7.528542,1.123145,U
TG201300000054,2013,54,8.318998,0.993469,U
TG201300000063,2013,63,6.609347,1.520451,R
TG201300000066,2013,66,8.714421,0.886469,R
TG201300000072,2013,72,7.45824,0.710989,R
TG201300000077,2013,77,6.210901,1.192675,U
TG201300000080,2013,80,9.857763,0.457075,R
TG201300000084,2013,84,8.976162,1.122602,U
TG201300000093,2013,93,6.170744,1.283431,U
TG201300000095,2013,95,7.774344,1.345141,R
TG201300000097,2013,97,6.200521,1.250104,U
TG201300000107,2013,107,6.123536,1.224401,U
TG201300000111,2013,111,6.262865,1.597637,R
TG201300000115,2013,115,6.166845,1.219849,U
TG201300000117,2013,117,6.138671,1.214625,U
TG201300000119,2013,119,6.263711,1.301258,R
TG201300000121,2013,121,8.875187,1.313388,R
TG201300000124,2013,124,9.769482,0.578437,R
TG201300000125,2013,125,6.198308,1.435678,R
TG201300000130,2013,130,6.15465,1.211807,U
TG201300000134,2013,134,9.299042,0.57057,R
TG201300000136,2013,136,6.176848,1.226376,U
TG201300000143,2013,143,6.181909,1.245042,U
TG201300000144,2013,144,6.14511,1.214477,U
TG201300000148,2013,148,6.178694,1.18126,U
TG201300000149,2013,149,9.599384,1.193524,R
TG201300000150,2013,150,6.192784,1.311853,U
TG201300000160,2013,160,9.358195,1.253296,U
TG201300000172,2013,172,10.969825,0.110291,R
TG201300000173,2013,173,7.755086,1.197656,U
TG201300000174,2013,174,8.564049,1.012667,R
TG201300000178,2013,178,10.494149,0.71188,R
TG201300000179,2013,179,6.196271,1.1826,U
TG201300000180,2013,180,6.136494,1.216579,U
TG201300000184,2013,184,6.893828,0.621579,U
TG201300000185,2013,185,8.11283,1.604139,R
TG201300000186,2013,186,6.332973,1.498235,R
TG201300000190,2013,190,11.021891,0.055598,R
TG201300000201,2013,201,6.20634,1.260624,U
TG201300000202,2013,202,7.546934,1.117315,R
TG201300000207,2013,207,8.141672,0.641473,R
TG201300000209,2013,209,6.127783,1.220169,U
TG201300000216,2013,216,9.550862,1.170063,U
TG201300000219,2013,219,10.691889,0.127765,R
TG201300000224,2013,224,6.143108,1.253651,U
TG201300000227,2013,227,9.817619,1.198763,R
TG201300000232,2013,232,7.459798,1.324068,R
TG201300000234,2013,234,9.53425,1.212485,U
TG201300000236,2013,236,6.176981,1.192912,U
TG201300000242,2013,242,6.182755,1.231498,U
TG201300000246,2013,246,6.204629,1.201081,U
TG201300000247,2013,247,9.159393,1.529377,R
TG201300000253,2013,253,6.163002,1.32387,U
TG201300000254,2013,254,9.365985,1.356672,R
TG201300000265,2013,265,6.924609,0.633975,U
TG201300000267,2013,267,6.17347,1.264682,U
TG201300000268,2013,268,8.603727,0.48122,R
TG201300000275,2013,275,7.0081,0.669382,R
TG201300000277,2013,277,6.435461,0.913378,R
TG201300000281,2013,281,7.330089,1.135008,R
TG201300000284,2013,284,9.690209,1.198238,R
TG201300000286,2013,286,6.140195,1.199589,U
TG201300000288,2013,288,6.501569,1.022957,R
TG201300000289,2013,289,6.688179,1.181257,R
TG201300000290,2013,290,9.596438,1.13379,R
TG201300000294,2013,294,6.229967,1.201786,U
TG201300000297,2013,297,9.74706,1.257053,R
TG201300000304,2013,304,7.548592,0.638823,R
TG201300000307,2013,307,10.853342,0.782452,R
TG201300000311,2013,311,6.910491,0.617008,U
TG201300000315,2013,315,10.937368,0.413957,R
TG201300000317,2013,317,9.802677,0.906458,R
TG201300000320,2013,320,10.976682,0.302259,R
TG201300000323,2013,323,6.146453,1.22743,U
TG201300000329,2013,329,6.166961,1.266781,U
TJ201200000001,2012,1,38.55115,68.86502,U
TJ201200000007,2012,7,38.568874,68.793686,U
TJ201200000009,2012,9,38.555843,68.80662,U
TJ201200000010,2012,10,38.55494,68.80853,U
TJ201200000012,2012,12,38.560406,68.83268,U
TJ201200000014,2012,14,38.6407,68.76096,U
TJ201200000017,2012,17,38.5964,68.79107,U
TJ201200000024,2012,24,38.594402,68.74017,U
TJ201200000028,2012,28,38.581924,68.72338,U
TJ201200000029,2012,29,38.556835,68.74574,U
TJ201200000036,2012,36,38.52058,68.745384,U
TJ201200000040,2012,40,38.586353,68.72525,U
TJ201200000045,2012,45,38.586166,68.73394,U
TJ201200000049,2012,49,38.575993,68.7278,U
TJ201200000051,2012,51,38.55928,68.76446,U
TJ201200000054,2012,54,38.55844,68.74998,U
TJ201200000059,2012,59,38.552444,68.75681,U
TJ201200000060,2012,60,38.524593,68.75538,U
TJ201200000064,2012,64,38.51337,68.75843,U
TJ201200000069,2012,69,38.519836,68.768166,U
TJ201200000071,2012,71,38.519917,68.764565,U
TJ201200000073,2012,73,38.556232,68.76797,U
TJ201200000076,2012,76,40.668922,70.34782,U
TJ201200000077,2012,77,40.199886,68.95253,U
TJ201200000078,2012,78,40.527073,69.334206,U
TJ201200000082,2012,82,40.175247,69.500885,U
TJ201200000084,2012,84,39.920322,69.012764,U
TJ201200000085,2012,85,40.232487,69.735466,U
TJ201200000086,2012,86,40.30475,69.60742,U
TJ201200000091,2012,91,40.31871,69.62249,U
TJ201200000096,2012,96,40.130657,70.63539,U
TJ201200000098,2012,98,40.653404,69.98936,U
TJ201200000101,2012,101,40.30603,70.43341,U
TJ201200000108,2012,108,40.699047,70.2705,R
TJ201200000111,2012,111,39.80619,69.00736,R
TJ201200000112,2012,112,39.930294,69.16571,R
TJ201200000113,2012,113,39.721558,69.08558,R
TJ201200000116,2012,116,39.42608,69.50021,R
TJ201200000118,2012,118,40.133198,69.36398,R
TJ201200000120,2012,120,40.18968,69.29126,R
TJ201200000128,2012,128,40.146008,69.46738,R
TJ201200000129,2012,129,40.11149,69.49622,R
TJ201200000132,2012,132,39.956493,69.009415,R
TJ201200000135,2012,135,39.863968,69.00376,R
TJ201200000136,2012,136,40.24653,69.684715,R
TJ201200000138,2012,138,40.341988,69.74828,R
TJ201200000140,2012,140,40.208267,69.80149,R
TJ201200000142,2012,142,40.212376,69.74556,R
TJ201200000143,2012,143,40.21783,69.670006,R
TJ201200000146,2012,146,39.998055,70.58243,R
TJ201200000148,2012,148,40.12902,70.64743,R
TJ201200000151,2012,151,40.242573,70.084724,R
TJ201200000152,2012,152,40.320312,70.446815,R
TJ201200000153,2012,153,40.322975,70.387314,R
TJ201200000158,2012,158,38.55344,69.0122,U
TJ201200000165,2012,165,38.513065,68.211044,U
TJ201200000172,2012,172,38.550556,69.32132,U
TJ201200000173,2012,173,38.58898,69.004105,R
TJ201200000181,2012,181,38.549286,69.00925,R
TJ201200000183,2012,183,38.444706,68.1807,R
TJ201200000187,2012,187,38.594463,68.30542,R
TJ201200000188,2012,188,38.5486,68.28985,R
TJ201200000198,2012,198,38.654495,68.533226,R
TJ201200000203,2012,203,38.553146,68.65119,R
TJ201200000207,2012,207,39.33033,71.56478,R
TJ201200000213,2012,213,5.7e-14,5.7e-14,R
TJ201200000216,2012,216,38.46946,68.75872,R
TJ201200000218,2012,218,38.595203,68.70847,R
TJ201200000221,2012,221,38.5669,68.91541,R
TJ201200000223,2012,223,38.529716,68.84945,R
TJ201200000227,2012,227,38.51924,69.31732,R
TJ201200000228,2012,228,38.64005,69.51034,R
TJ201200000229,2012,229,38.805817,70.32177,R
TJ201200000232,2012,232,38.576836,68.37692,R
TJ201200000233,2012,233,38.53436,68.441864,R
TJ201200000234,2012,234,5.7e-14,5.7e-14,R
TJ201200000235,2012,235,37.51697,71.51538,U
TJ201200000237,2012,237,37.497498,71.54836,U
TJ201200000239,2012,239,37.495174,71.599045,U
TJ201200000245,2012,245,38.368088,71.420845,R
TJ201200000256,2012,256,38.642952,70.65517,R
TJ201200000258,2012,258,38.206417,73.95566,R
TJ201200000264,2012,264,38.060795,71.329636,R
TJ201200000266,2012,266,37.948895,71.4246,R
TJ201200000273,2012,273,37.391254,71.53566,R
TJ201200000275,2012,275,37.755512,72.125374,R
TJ201200000276,2012,276,37.72491,72.43443,R
TJ201200000280,2012,280,37.584312,68.644844,U
TJ201200000284,2012,284,37.95385,68.82238,U
TJ201200000286,2012,286,37.231655,69.100266,U
TJ201200000292,2012,292,37.86674,68.93104,U
TJ201200000293,2012,293,37.874542,68.91596,U
TJ201200000295,2012,295,38.092396,69.355865,U
TJ201200000297,2012,297,37.479866,69.395676,U
TJ201200000301,2012,301,37.824234,68.77948,U
TJ201200000308,2012,308,37.91794,69.780014,U
TJ201200000310,2012,310,38.38791,69.298325,U
TJ201200000316,2012,316,37.449158,68.21855,R
TJ201200000317,2012,317,37.20028,68.199165,R
TJ201200000319,2012,319,37.58165,68.76503,R
TJ201200000320,2012,320,37.595116,68.585,R
TJ201200000327,2012,327,37.363255,68.5967,R
TJ201200000335,2012,335,37.74567,69.49409,R
TJ201200000336,2012,336,37.92828,69.71821,R
TJ201200000338,2012,338,37.899868,69.27255,R
TJ201200000340,2012,340,37.855034,69.356926,R
TJ201200000342,2012,342,37.97116,69.81174,R
TJ201200000344,2012,344,38.098,70.03031,R
TJ201200000348,2012,348,5.7e-14,5.7e-14,R
TJ201200000351,2012,351,38.199497,69.51271,R
TJ201200000352,2012,352,38.074856,69.607475,R
TJ201700000002,2017,2,38.554405,68.852135,U
TJ201700000007,2017,7,38.561256,68.803024,U
TJ201700000010,2017,10,38.561604,68.811005,U
TJ201700000014,2017,14,38.636955,68.78132,U
TJ201700000017,2017,17,38.604206,68.78713,U
TJ201700000018,2017,18,38.587414,68.778564,U
TJ201700000020,2017,20,38.591434,68.79951,U
TJ201700000021,2017,21,38.58696,68.80156,U
TJ201700000023,2017,23,38.577717,68.796745,U
TJ201700000026,2017,26,38.580246,68.715126,U
TJ201700000029,2017,29,38.57784,68.71306,U
TJ201700000031,2017,31,38.59378,68.74668,U
TJ201700000034,2017,34,38.570877,68.756,U
TJ201700000036,2017,36,38.571037,68.74034,U
TJ201700000040,2017,40,38.557854,68.759384,U
TJ201700000041,2017,41,38.57199,68.7464,U
TJ201700000045,2017,45,38.571846,68.72261,U
TJ201700000047,2017,47,38.552418,68.7472,U
TJ201700000048,2017,48,38.551933,68.74199,U
TJ201700000054,2017,54,38.509827,68.743805,U
TJ201700000055,2017,55,38.5138,68.74655,U
TJ201700000058,2017,58,38.552345,68.761604,U
TJ201700000060,2017,60,38.531548,68.75899,U
TJ201700000063,2017,63,38.50857,68.750465,U
TJ201700000077,2017,77,40.177647,68.84394,U
TJ201700000079,2017,79,40.15951,69.364815,U
TJ201700000080,2017,80,39.49036,67.611176,U
TJ201700000082,2017,82,39.91302,68.99374,U
TJ201700000084,2017,84,39.861607,68.99696,U
TJ201700000085,2017,85,40.24138,69.698105,U
TJ201700000088,2017,88,40.315666,69.622086,U
TJ201700000092,2017,92,40.27226,69.59913,U
TJ201700000097,2017,97,40.0364,70.54359,U
TJ201700000098,2017,98,40.27424,69.806206,U
TJ201700000099,2017,99,40.48235,69.702774,U
TJ201700000101,2017,101,40.29844,70.43421,U
TJ201700000108,2017,108,40.737347,70.27572,R
TJ201700000111,2017,111,40.8975,70.519714,R
TJ201700000118,2017,118,40.44651,69.40782,R
TJ201700000122,2017,122,39.43922,67.868385,R
TJ201700000123,2017,123,39.498085,67.5732,R
TJ201700000124,2017,124,39.509216,67.70977,R
TJ201700000125,2017,125,39.536697,67.61821,R
TJ201700000126,2017,126,39.25768,67.63009,R
TJ201700000127,2017,127,39.489117,67.63807,R
TJ201700000132,2017,132,39.876717,68.97499,R
TJ201700000133,2017,133,39.88805,69.01821,R
TJ201700000140,2017,140,40.271206,69.695595,R
TJ201700000144,2017,144,40.25296,69.61503,R
TJ201700000147,2017,147,40.15595,70.66043,R
TJ201700000148,2017,148,40.184406,70.74674,R
TJ201700000150,2017,150,39.98249,70.57624,R
TJ201700000152,2017,152,40.28214,70.46642,R
TJ201700000161,2017,161,37.596035,68.64541,U
TJ201700000166,2017,166,38.096657,70.02923,U
TJ201700000168,2017,168,37.487415,69.38169,U
TJ201700000172,2017,172,38.309753,69.05582,U
TJ201700000173,2017,173,38.31475,69.04902,U
TJ201700000179,2017,179,37.849514,68.78912,U
TJ201700000180,2017,180,37.82172,68.79383,U
TJ201700000181,2017,181,37.81792,68.76174,U
TJ201700000182,2017,182,37.85779,68.927765,U
TJ201700000185,2017,185,37.89522,69.78139,U
TJ201700000186,2017,186,37.921055,69.783,U
TJ201700000188,2017,188,37.91749,69.81236,U
TJ201700000189,2017,189,37.916576,69.80514,U
TJ201700000190,2017,190,38.40013,69.32124,U
TJ201700000191,2017,191,38.387882,69.30496,U
TJ201700000195,2017,195,37.612495,68.92449,R
TJ201700000197,2017,197,37.848248,69.62601,R
TJ201700000200,2017,200,37.861626,69.28017,R
TJ201700000203,2017,203,37.55497,68.465454,R
TJ201700000210,2017,210,37.599472,68.6459,R
TJ201700000215,2017,215,37.83372,68.74951,R
TJ201700000220,2017,220,38.056248,68.91815,R
TJ201700000221,2017,221,37.309067,68.687515,R
TJ201700000222,2017,222,37.387394,68.61015,R
TJ201700000223,2017,223,38.209732,70.090195,R
TJ201700000231,2017,231,37.278614,69.0739,R
TJ201700000232,2017,232,38.264828,69.49935,R
TJ201700000234,2017,234,37.313965,68.11031,R
TJ201700000235,2017,235,37.264256,68.13529,R
TJ201700000236,2017,236,37.59256,68.08505,R
TJ201700000237,2017,237,37.745586,70.21032,R
TJ201700000239,2017,239,38.09242,68.95815,R
TJ201700000250,2017,250,38.51632,68.22257,U
TJ201700000253,2017,253,38.513325,68.22087,U
TJ201700000265,2017,265,38.762383,69.40326,R
TJ201700000266,2017,266,38.58743,68.976555,R
TJ201700000271,2017,271,38.67829,69.235725,R
TJ201700000274,2017,274,38.652504,68.224014,R
